New column 0
"Infinix Note 11 (Glacier Green, 64 GB)"
"Infinix Note 11 (Celestial Snow, 64 GB)"
"Infinix Note 11 (Graphite Black, 128 GB)"
"Infinix Note 11 (Glacier Green, 128 GB)"
"Infinix Note 11 (Graphite Black, 64 GB)"
"Infinix Note 11 (Celestial Snow, 128 GB)"
